Node, Version, Time
246, 0, 126359.73154418117
248, 0, 126359.73154418117
258, 0, 126359.73154418117
261, 0, 126359.73154418117
265, 0, 126359.73154418117
269, 0, 126359.73154418117
282, 0, 126359.73154418117
284, 0, 126359.73154418117
285, 0, 126359.73154418117
287, 0, 126359.73154418117
290, 0, 126359.73154418117
301, 0, 126359.73154418117
311, 0, 126359.73154418117
312, 0, 126359.73154418117
313, 0, 126359.73154418117
314, 0, 126359.73154418117
315, 0, 126359.73154418117
317, 0, 126359.73154418117
319, 0, 126359.73154418117
321, 0, 126359.73154418117
331, 0, 126359.73154418117
334, 0, 126359.73154418117
338, 0, 126359.73154418117
341, 0, 126359.73154418117
343, 0, 126359.73154418117
352, 0, 126359.73154418117
362, 0, 126359.73154418117
363, 0, 126359.73154418117
366, 0, 126359.73154418117
368, 0, 126359.73154418117
373, 0, 126359.73154418117
377, 0, 126359.73154418117
383, 0, 126359.73154418117
385, 0, 126359.73154418117
386, 0, 126359.73154418117
393, 0, 126359.73154418117
394, 0, 126359.73154418117
395, 0, 126359.73154418117
397, 0, 126359.73154418117
399, 0, 126359.73154418117
0, 0, 129959.73154418117
3, 0, 129959.73154418117
10, 0, 129959.73154418117
12, 0, 129959.73154418117
14, 0, 129959.73154418117
20, 0, 129959.73154418117
21, 0, 129959.73154418117
23, 0, 129959.73154418117
25, 0, 129959.73154418117
28, 0, 129959.73154418117
29, 0, 129959.73154418117
32, 0, 129959.73154418117
34, 0, 129959.73154418117
35, 0, 129959.73154418117
38, 0, 129959.73154418117
48, 0, 129959.73154418117
54, 0, 129959.73154418117
56, 0, 129959.73154418117
57, 0, 129959.73154418117
60, 0, 129959.73154418117
67, 0, 129959.73154418117
68, 0, 129959.73154418117
