Node, Version, Time
5, 0, 86759.73154418117
7, 0, 86759.73154418117
28, 0, 86759.73154418117
59, 0, 86759.73154418117
206, 0, 86759.73154418117
240, 0, 86759.73154418117
5, 0, 90359.73154418117
7, 0, 90359.73154418117
28, 0, 90359.73154418117
59, 0, 90359.73154418117
184, 0, 90359.73154418117
206, 0, 90359.73154418117
240, 0, 90359.73154418117
355, 0, 90359.73154418117
5, 0, 93959.73154418117
7, 0, 93959.73154418117
28, 0, 93959.73154418117
55, 0, 93959.73154418117
59, 0, 93959.73154418117
122, 0, 93959.73154418117
166, 0, 93959.73154418117
179, 0, 93959.73154418117
184, 0, 93959.73154418117
206, 0, 93959.73154418117
208, 0, 93959.73154418117
240, 0, 93959.73154418117
299, 0, 93959.73154418117
5, 0, 97559.73154418117
7, 0, 97559.73154418117
28, 0, 97559.73154418117
59, 0, 97559.73154418117
90, 0, 97559.73154418117
122, 0, 97559.73154418117
136, 0, 97559.73154418117
179, 0, 97559.73154418117
184, 0, 97559.73154418117
206, 0, 97559.73154418117
208, 0, 97559.73154418117
240, 0, 97559.73154418117
363, 0, 97559.73154418117
7, 0, 101159.73154418117
28, 0, 101159.73154418117
55, 0, 101159.73154418117
56, 0, 101159.73154418117
59, 0, 101159.73154418117
90, 0, 101159.73154418117
136, 0, 101159.73154418117
147, 0, 101159.73154418117
179, 0, 101159.73154418117
206, 0, 101159.73154418117
208, 0, 101159.73154418117
240, 0, 101159.73154418117
315, 0, 101159.73154418117
363, 0, 101159.73154418117
7, 0, 104759.73154418117
28, 0, 104759.73154418117
55, 0, 104759.73154418117
56, 0, 104759.73154418117
59, 0, 104759.73154418117
86, 0, 104759.73154418117
90, 0, 104759.73154418117
99, 0, 104759.73154418117
105, 0, 104759.73154418117
109, 0, 104759.73154418117
136, 0, 104759.73154418117
147, 0, 104759.73154418117
179, 0, 104759.73154418117
206, 0, 104759.73154418117
208, 0, 104759.73154418117
228, 0, 104759.73154418117
240, 0, 104759.73154418117
242, 0, 104759.73154418117
243, 0, 104759.73154418117
292, 0, 104759.73154418117
315, 0, 104759.73154418117
363, 0, 104759.73154418117
391, 0, 104759.73154418117
7, 0, 108359.73154418117
16, 0, 108359.73154418117
28, 0, 108359.73154418117
38, 0, 108359.73154418117
55, 0, 108359.73154418117
56, 0, 108359.73154418117
59, 0, 108359.73154418117
65, 0, 108359.73154418117
86, 0, 108359.73154418117
90, 0, 108359.73154418117
105, 0, 108359.73154418117
109, 0, 108359.73154418117
136, 0, 108359.73154418117
147, 0, 108359.73154418117
179, 0, 108359.73154418117
206, 0, 108359.73154418117
207, 0, 108359.73154418117
208, 0, 108359.73154418117
240, 0, 108359.73154418117
242, 0, 108359.73154418117
243, 0, 108359.73154418117
278, 0, 108359.73154418117
292, 0, 108359.73154418117
315, 0, 108359.73154418117
363, 0, 108359.73154418117
382, 0, 108359.73154418117
7, 0, 111959.73154418117
16, 0, 111959.73154418117
28, 0, 111959.73154418117
56, 0, 111959.73154418117
59, 0, 111959.73154418117
65, 0, 111959.73154418117
80, 0, 111959.73154418117
86, 0, 111959.73154418117
102, 0, 111959.73154418117
103, 0, 111959.73154418117
105, 0, 111959.73154418117
109, 0, 111959.73154418117
111, 0, 111959.73154418117
136, 0, 111959.73154418117
147, 0, 111959.73154418117
170, 0, 111959.73154418117
174, 0, 111959.73154418117
179, 0, 111959.73154418117
206, 0, 111959.73154418117
207, 0, 111959.73154418117
208, 0, 111959.73154418117
220, 0, 111959.73154418117
240, 0, 111959.73154418117
242, 0, 111959.73154418117
243, 0, 111959.73154418117
247, 0, 111959.73154418117
278, 0, 111959.73154418117
292, 0, 111959.73154418117
363, 0, 111959.73154418117
7, 0, 115559.73154418117
16, 0, 115559.73154418117
55, 0, 115559.73154418117
56, 0, 115559.73154418117
57, 0, 115559.73154418117
59, 0, 115559.73154418117
65, 0, 115559.73154418117
79, 0, 115559.73154418117
80, 0, 115559.73154418117
83, 0, 115559.73154418117
86, 0, 115559.73154418117
103, 0, 115559.73154418117
105, 0, 115559.73154418117
109, 0, 115559.73154418117
111, 0, 115559.73154418117
121, 0, 115559.73154418117
122, 0, 115559.73154418117
134, 0, 115559.73154418117
136, 0, 115559.73154418117
138, 0, 115559.73154418117
147, 0, 115559.73154418117
170, 0, 115559.73154418117
174, 0, 115559.73154418117
179, 0, 115559.73154418117
206, 0, 115559.73154418117
207, 0, 115559.73154418117
208, 0, 115559.73154418117
240, 0, 115559.73154418117
242, 0, 115559.73154418117
247, 0, 115559.73154418117
278, 0, 115559.73154418117
292, 0, 115559.73154418117
363, 0, 115559.73154418117
7, 0, 119159.73154418117
16, 0, 119159.73154418117
55, 0, 119159.73154418117
56, 0, 119159.73154418117
57, 0, 119159.73154418117
59, 0, 119159.73154418117
65, 0, 119159.73154418117
79, 0, 119159.73154418117
86, 0, 119159.73154418117
103, 0, 119159.73154418117
105, 0, 119159.73154418117
109, 0, 119159.73154418117
111, 0, 119159.73154418117
121, 0, 119159.73154418117
134, 0, 119159.73154418117
136, 0, 119159.73154418117
147, 0, 119159.73154418117
165, 0, 119159.73154418117
170, 0, 119159.73154418117
174, 0, 119159.73154418117
179, 0, 119159.73154418117
180, 0, 119159.73154418117
184, 0, 119159.73154418117
192, 0, 119159.73154418117
206, 0, 119159.73154418117
207, 0, 119159.73154418117
208, 0, 119159.73154418117
240, 0, 119159.73154418117
242, 0, 119159.73154418117
247, 0, 119159.73154418117
278, 0, 119159.73154418117
283, 0, 119159.73154418117
292, 0, 119159.73154418117
309, 0, 119159.73154418117
321, 0, 119159.73154418117
325, 0, 119159.73154418117
363, 0, 119159.73154418117
7, 0, 122759.73154418117
16, 0, 122759.73154418117
53, 0, 122759.73154418117
55, 0, 122759.73154418117
56, 0, 122759.73154418117
57, 0, 122759.73154418117
65, 0, 122759.73154418117
79, 0, 122759.73154418117
81, 0, 122759.73154418117
103, 0, 122759.73154418117
105, 0, 122759.73154418117
109, 0, 122759.73154418117
111, 0, 122759.73154418117
121, 0, 122759.73154418117
136, 0, 122759.73154418117
142, 0, 122759.73154418117
147, 0, 122759.73154418117
165, 0, 122759.73154418117
170, 0, 122759.73154418117
175, 0, 122759.73154418117
179, 0, 122759.73154418117
180, 0, 122759.73154418117
184, 0, 122759.73154418117
192, 0, 122759.73154418117
206, 0, 122759.73154418117
207, 0, 122759.73154418117
208, 0, 122759.73154418117
229, 0, 122759.73154418117
240, 0, 122759.73154418117
242, 0, 122759.73154418117
247, 0, 122759.73154418117
278, 0, 122759.73154418117
283, 0, 122759.73154418117
292, 0, 122759.73154418117
309, 0, 122759.73154418117
318, 0, 122759.73154418117
321, 0, 122759.73154418117
325, 0, 122759.73154418117
335, 0, 122759.73154418117
363, 0, 122759.73154418117
7, 0, 126359.73154418117
16, 0, 126359.73154418117
55, 0, 126359.73154418117
56, 0, 126359.73154418117
57, 0, 126359.73154418117
64, 0, 126359.73154418117
65, 0, 126359.73154418117
72, 0, 126359.73154418117
79, 0, 126359.73154418117
80, 0, 126359.73154418117
103, 0, 126359.73154418117
105, 0, 126359.73154418117
109, 0, 126359.73154418117
111, 0, 126359.73154418117
121, 0, 126359.73154418117
